listing_id,review_id,date,review_text,overall_impression,decision_tags,location_opinion,location_comment,facility_opinion,facility_comment,host_opinion,host_comment
1374947726457783567,1433138169024648288,2025-05-31,"Thank you to Camille and Sebastian for the warm welcome! <br/>Super friendly and always ready to help with great tips and advice. The apartment was lovely, both my friend and I really liked it. Highly recommend!",positive,"friendly host, helpful tips, lovely apartment, highly recommended",neutral,No specific mention of location features or convenience.,positive,The apartment was lovely and both guests really liked it.,positive,"Super friendly, warm welcome, and always ready to help with great tips and advice."
16056283,514775047044099519,2021-12-11,"I have been back to Sarah’s place in Peng Chau several times and always enjoy the island life, very comfortable apartment and friendly and helpful host",positive,"island life, comfortable apartment, friendly host, helpful host, repeat guest",positive,Enjoyed the island life in Peng Chau.,positive,Apartment was very comfortable.,positive,Host was friendly and helpful.
21022859,435934760,2019-04-12,很好,positive,"good experience, recommended",neutral,No specific comment provided about location.,neutral,No specific comment provided about facilities.,neutral,No specific comment provided about the host.
562775,339004995,2018-10-21,People are kind and nice. And the location is super good!,positive,"friendly host, excellent location, kind people",positive,Super good location,neutral,No specific mention of facilities,positive,People are kind and nice
1005682343180416923,1351973237203549234,2025-02-08,That location was great lots of good food and attractions nearby. I would recommend and definitely would stay again.,positive,"great location, near attractions, good food nearby, would stay again",positive,Great location with lots of good food and attractions nearby.,neutral,No specific mention of facilities in the review.,neutral,No specific mention of the host in the review.
4695498,494784768,2019-07-25,good place for my short journey,positive,"short stay, good value, convenient location",neutral,No specific details mentioned about the location.,positive,"Described as a good place, implying satisfactory facilities.",neutral,No mention of the host in the review.
16932624,273093997,2018-06-05,房间虽然很小但五脏俱全，对于两个人在香港经济的玩几天可以说是很足够了。空调热水等设施非常好，大件行李可以放在床下面，以前就住过这栋大厦，走两步就是庙街，里面隐藏了香港最地道的美食。交通来说真的是太方便，地铁巴士就在楼下五分钟步行就可以到。十分推荐,positive,"compact but well-equipped room, excellent location near Temple Street, convenient transportation access, good facilities (AC, hot water), suitable for short stays",positive,"Very convenient with MTR and buses within 5 minutes walk, and Temple Street with authentic local food nearby.",positive,Room is small but well-equipped; AC and hot water are excellent; luggage can be stored under bed.,neutral,No specific mention of host interaction in the review.
4724533,416752750,2019-02-25,"Nice and clean room, near by metro easy to find.",positive,"clean room, near metro, easy to find",positive,Near metro and easy to find.,positive,Room is nice and clean.,neutral,No mention of host in review.
980341521824195412,1417187466375859524,2025-05-09,Nice stay. Highly recommended.,positive,"recommended stay, pleasant experience",neutral,No specific mention of location.,neutral,No specific mention of facilities.,neutral,No specific mention of the host.
25315522,444460679078584251,2021-09-05,Very nice owner,positive,"great host, friendly owner",neutral,No specific mention of location.,neutral,No specific mention of facilities.,positive,Owner was described as very nice.
2104151,1335978570637720659,2025-01-17,这套公寓虽然较小，但非常温馨，和图片描述基本一致。空间虽然紧凑，但布置得很合理，让人感到舒适。父母也很喜欢，公寓内有洗衣和干衣设施，非常方便。楼下的街市有很多当地美食，新鲜的蔬菜水果也很容易买到，生活十分便利。毛巾整齐地放在房间的小柜子里，干净整洁，给人很好的入住体验。客厅和卧室都有暖气，即使天气寒冷，也能保持温暖舒适。周围环境也很安静，适合休息和放松。总体来说，非常适合家庭入住，强烈推荐！,positive,"family-friendly, convenient location with local market, well-equipped with laundry and heating, quiet neighborhood, clean and cozy",positive,楼下街市有当地美食和新鲜蔬果，生活便利，周围环境安静。,positive,公寓虽小但布置合理，有洗衣干衣设施、暖气，毛巾干净整洁。,neutral,未明确提及房东服务，但公寓与图片描述一致，入住体验良好。
20690610,228087840,2018-01-18,"Winnie is a great host! Although the check in time was 3pm, I was able to check in earlier as I needed a shower desperately after a long-haul flight. Thanks Winnie!",positive,"flexible check-in, accommodating host, helpful for long-haul travelers",neutral,No specific mention of location in the review.,neutral,"Shower was available for early check-in, but no details on facility quality.",positive,Winnie was great and allowed early check-in for a shower after a long flight.
6865394,130611334,2017-02-06,This is a great apartment.  It is comfortable and clean.  It is right in the middle of Mong Kok and the neat things to do.  The neighborhood is very safe and friendly.  The transportation for getting around Hong Kong is awesome and right out the door to the apartment building.,positive,"clean apartment, central Mong Kok location, safe neighborhood, excellent transportation access, comfortable stay",positive,"Right in the middle of Mong Kok with many things to do, very safe and friendly neighborhood, and excellent transportation right outside.",positive,Apartment is comfortable and clean.,neutral,No specific mention of the host in the review.
18837891,331174733,2018-10-02,"Cosy is definitely the right word to describe Wilson and Shan's place.<br/>Has everything that you'll need, and is in a great location. <br/>Highly recommend!",positive,"cosy atmosphere, well-equipped, great location, highly recommended",positive,In a great location.,positive,Has everything that you'll need.,neutral,No specific mention of host interaction in the review text.
12296290,109331404,2016-10-20,房东夫妇很亲和，热情细致，详细介绍交通出行方案、屋内设施、小区配套等情况。小区品质很好，交通方便，离黄金海岸很近，门卫很和善，服务很周到，海马台风天特别反复提醒我们出行注意安全，帮忙预订出租车。房子很新，所住房间是双层小床，空间不算宽绰，但够用并很温馨，带孩子出行首选。,positive,"great host, family-friendly, near Gold Coast, good security, convenient transport",positive,交通方便，离黄金海岸很近，小区品质很好，门卫和善服务周到。,positive,房子很新，双层小床温馨够用，适合带孩子出行，但空间不算宽绰。,positive,房东夫妇亲和热情，详细介绍交通与设施，台风天反复提醒安全并帮忙预订出租车。
41434288,965570859526592564,2023-08-25,"Left flowers on top of piano for the host and  hostess...shhhh and yes they hv a piano<br/>5 mins away from Temple Street, if u know, u know",positive,"unique decor, near Temple Street, personal touch, piano available",positive,Very close to Temple Street (5 minutes away).,positive,Includes a piano as part of the amenities.,positive,"Guest left flowers as a gesture, implying a good relationship."
43505180,1022917076599025101,2023-11-12,"Ruby's place met my expectations. The room is small but clean, it has all what you need. It has hot water, AC, microwave, and several other things in the hallway.",positive,"clean room, well-equipped, hot water available, AC provided, compact space",neutral,No specific mention of location features or convenience.,positive,"Room is clean and well-equipped with hot water, AC, microwave, and other amenities.",neutral,Host not mentioned in the review.
6496401,1056888440046123012,2023-12-29,"Very clean and larger than we expected. Great work space available. Functional studio in a great location, and for HK, at a very reasonable price. Would stay here again.",positive,"clean room, spacious studio, great location, good value, functional workspace",positive,Great location mentioned as a positive feature.,positive,"Very clean, larger than expected, functional studio with great workspace.",neutral,No specific mention of the host in the review.
103760,480802291280245530,2021-10-25,"Brend is place is very well located but unfortunately the building is entirely wrapped in scaffoldings and some renovation work is on going. <br/>The flat could also go through some renovation - broken wall above the bed, rusty stoves from another age.",negative,"well located, ongoing renovation, needs refurbishment, old appliances",positive,Very well located according to the review.,negative,"Building wrapped in scaffolding, flat needs renovation with broken wall and rusty stoves.",neutral,No specific mention of the host in the review.
16484996,401574601,2019-01-15,"Good host, great value",positive,"good host, great value, budget-friendly",neutral,No specific mention of location.,neutral,No specific mention of facilities.,positive,Host is described as good.
24899594,369013774,2019-01-09,Great location and apartment. just abt 5min walk from central station exit D.,positive,"great location, near central station, walkable to transit, convenient access",positive,"Great location, about 5 minutes walk from Central Station exit D.",positive,Apartment was great.,neutral,No mention of host in the review.
28988793,1296824811736847760,2024-11-24,"Clean and nice room. Great location, very near to metro station, and near to temple street night market. I really recommend to anyone.",positive,"clean room, great location, near metro station, near night market",positive,Very near to metro station and Temple Street Night Market.,positive,Clean and nice room.,neutral,No specific mention of the host in the review.
16484996,862733656660773541,2023-04-05,Good place for the price!,positive,"good value, budget-friendly",neutral,No specific mention of location.,positive,Implied to be a good place for the price.,neutral,No specific mention of the host.
866445088396306875,1319997621835218408,2024-12-26,"The hosts were incredibly kind, and I stayed very comfortably. It was clean and located exactly where they described. The bus stop right in front made getting around very convenient.",positive,"clean room, convenient location, kind host, near bus stop",positive,Bus stop right in front made getting around very convenient.,positive,Clean and comfortable stay as described.,positive,Incredibly kind and accurate in their description.
22693111,1276529087384610923,2024-10-27,"Host is very friendly and  responsive. Due to previous fire incident, there was a Government permit issue with the homestay we originally booked . Host immediately offered us another one of her available homestay. It was along Temple street.  A few minutes walk to MTR. The Room is very clean, wifi is strong, bathroom shower heater is working well, aircondition is cold. Water pressure is very strong. Everything is perfect! <br/>We will book again next time.",positive,"responsive host, clean room, near MTR, strong wifi, good facilities",positive,A few minutes walk to MTR and situated along Temple Street.,positive,"Room is very clean, strong wifi, working shower heater, cold aircon, and strong water pressure.",positive,Very friendly and responsive; proactively offered alternative homestay when original booking had permit issues.
856777264331932342,946768246693741072,2023-07-30,Perfect location and lovely place,positive,"perfect location, lovely place, well-located",positive,Perfect location according to the guest.,positive,Described as a lovely place.,neutral,No specific mention of the host in the review.
4436837,66010699,2016-03-18,The room are clean and really easy to walk to MRt! Friendly and warm services provided !! thz Vincent n Leo,positive,"clean room, near MRT, friendly host, good service",positive,Really easy to walk to MRT,positive,The room is clean,positive,Friendly and warm services provided by Vincent and Leo
1922220,25928128,2015-01-30,"It's my second stay at Peter's place. The place has the best location, central but quite at night. The apartment is clean and spacious. Peter is very friendly and helpful host. Thank you and I hope to stay at this apartment my next visit!",positive,"central location, quiet at night, clean apartment, spacious room, friendly host",positive,Central but quiet at night,positive,Clean and spacious apartment,positive,Very friendly and helpful
36754454,605600651,2020-02-15,Nice place,positive,"nice place, good accommodation",neutral,No specific mention of location.,positive,The place is described as nice.,neutral,No specific mention of the host.
1187543656227329972,1267788376672055654,2024-10-15,"I had a great stay at Mei’s place! The accommodation is in a perfect location, right next to the metro, making it easy to explore the city. The room is tiny but has everything you need, outside there is a fridge and a washing machine. It was also cleaned daily, which was a nice touch. Mei is incredibly helpful and responsive, making the whole experience smooth and enjoyable. Highly recommend!",positive,"perfect location near metro, helpful and responsive host, daily cleaning, compact but well-equipped room, shared fridge and washing machine",positive,"Right next to the metro, making it easy to explore the city.",positive,"Room is tiny but has everything needed, with a fridge and washing machine outside, and cleaned daily.",positive,"Incredibly helpful and responsive, making the experience smooth and enjoyable."
49221654,701816373135758057,2022-08-26,"This is has a lovely place to stay for a relaxed trip to Lamma Island. The place has a comfy room with good aircon, a kitchen well stocked with condiments, a BBQ on the pretty rooftop and several pets including turtles, tortoises and a very sweet dog. Loulou is very friendly and welcoming, she's knowledgeable about vegan cuisine, the local area and many other topics :)",positive,"relaxed island stay, well-stocked kitchen, pet-friendly, friendly host, rooftop BBQ",positive,Lovely place for a relaxed trip to Lamma Island.,positive,"Comfy room with good aircon, well-stocked kitchen, rooftop BBQ, and pets on site.",positive,"Very friendly, welcoming, and knowledgeable about vegan cuisine and the local area."
24612188,1370802175348434721,2025-03-06,房間地點非常便利，床也很大，整個小而美，但建議兩個人入住比較舒適！下次再來香港乙定會再訂房！,positive,"convenient location, large bed, compact and nice, suitable for couples, would book again",positive,地點非常便利,positive,床很大，整個小而美，但建議兩個人入住比較舒適,neutral,No specific mention of host in the review
11574010,983772856086140019,2023-09-19,"I’ve been to Hong Kong several times and always felt like I belonged.  I was glad I stayed at Ken’s place this time.  <br/>Ken and his fellow hosts were pleasant and accommodating. They were always willing to help and easy to communicate with. <br/>The place was very centrally located with lots of things to do be it dining, shopping or just exploring the neighborhood.  It was easy to get on the MTR or buses in case you wish to explore other parts of Hong Kong, too.  <br/>As with most Hong Kong spaces,  the room was compact and just right for me and two of my companions. We had a good nights rest every time we came back from exploring other islands. <br/>I recommend Ken’s place to anyone who wishes to visit Hong Kong.",positive,"great host, central location, near MTR, compact room, good for exploring",positive,"Very centrally located with easy access to MTR and buses, surrounded by dining and shopping.",positive,"Room was compact but adequate for three people, providing good rest after exploring.",positive,"Pleasant, accommodating, easy to communicate with, and always willing to help."
30941011,458329116,2019-05-26,房间不错干净整洁，交通也便利，尖沙咀B1或B2出口,positive,"clean room, near MTR, convenient transportation, Tsim Sha Tsui location",positive,交通便利，靠近尖沙咀B1或B2出口,positive,房间不错，干净整洁,neutral,未提及房东相关信息
7743921,266378248,2018-05-20,"Mei’s place is absolutely lovely. Great location, right up to the metro exit, and close to bus stations to the airport. The room is clean and has everything I needed. Although it’s a room by the street, it isn’t noisy at all thanks to the very thick, sound-proof windows. Mei is a very quick responder on Airbnb. She gives simple but clear introduction and everything is just as she said. She also helped take care of our luggage for a few hours after we checked out. Will come back again!",positive,"great location near metro, clean and well-equipped room, sound-proof windows, helpful host with luggage storage, quick communication",positive,Great location right by metro exit and close to airport bus stations.,positive,Clean room with everything needed and effective sound-proof windows despite street location.,positive,"Quick responder, provides clear instructions, and helped with luggage storage after checkout."
43505159,1143895059800603788,2024-04-27,It was awesome!,positive,"great experience, recommended stay, satisfied guest",neutral,No specific mention of location in the review.,neutral,No specific mention of facilities in the review.,neutral,No specific mention of the host in the review.
32537617,830792656017264766,2023-02-20,All good!,positive,"satisfactory stay, no issues, good experience",neutral,No specific mention of location.,positive,Implied to be in good condition.,neutral,No specific mention of the host.
37172099,572531104,2019-12-03,"Great place to stay when you are travelling as a group.. Fully equipped with everything you need,the place is comfortable and cozy. The place is located beside the MTR, many establishment and store. The host is ready to answer all of your questions will definitely hire her as my host again if I come back in HK.",positive,"fully equipped, comfortable and cozy, beside MTR, near shops and establishments, responsive host",positive,Located beside the MTR with many establishments and stores nearby.,positive,"Fully equipped, comfortable, and cozy.",positive,Ready to answer all questions and would be hired again.
31427826,669198739261970266,2022-07-12,Quite good,positive,"positive experience, satisfactory stay, good value",neutral,No specific mention of location in the review.,neutral,No specific mention of facilities in the review.,neutral,No specific mention of the host in the review.
7701968,155878296,2017-05-29,很棒哟～谢谢款待,positive,"great host, pleasant stay, recommended",neutral,No specific mention of location in the review.,neutral,No specific mention of facilities in the review.,positive,The guest thanked the host for hospitality.
18088216,314580896,2018-08-27,房子与图片一模一样 该有的也有 就是小了点 其他的都还好 阿姨也很好人 和她说了要更换毛巾 她十分热情 挺好的啊！,positive,"accurate listing photos, responsive host, small space, clean towels available, friendly host",neutral,No specific mention of location in the review.,positive,"Accurate to photos and well-equipped, though noted as a bit small.",positive,Friendly and very responsive to requests like towel replacement.
8597565,448270627,2019-05-05,很开心选择住在这里，地理位置佳，且安全。房间干净整洁，住着很舒服,positive,"good location, safe area, clean room, comfortable stay",positive,地理位置佳，且安全,positive,房间干净整洁，住着很舒服,neutral,No mention of host in review
841861496385218857,1075747964943106303,2024-01-24,"Very convenient location close to the Tsim Sha Tsui MTR, had a convenience store right downstairs, and nearby a lot of restaurants. Also walking distance from Avenue of the stars. Host was very helpful and responsive. Mistakenly left our card key inside the room one time when heading out for the day and he immediately responded and had someone get the key for us before we arrived back.",positive,"convenient location, responsive host, near MTR, walking distance to attractions, helpful host",positive,"Very convenient, close to Tsim Sha Tsui MTR, with convenience store downstairs and many restaurants nearby.",neutral,No specific mention of facilities beyond room access with card key.,positive,"Very helpful and responsive, quickly assisted when card key was left inside the room."
4841805,28209113,2015-03-20,Very good location. Small room but value for money. Clean & newly renovated place. But the bed on top has insects.. I got a few insect bites on my legs. Owner should consider changing or cleaning the bed.,neutral,"good location, clean & renovated, value for money, small room, bed bug issue",positive,Very good location.,negative,Small room with bed bugs on top bunk causing insect bites.,neutral,Owner should consider changing or cleaning the bed.
4724498,59815243,2016-01-16,首先我要谢谢Vincent和他partners熱情歡迎，耐心的介紹香港和解決困難。在这间La Boutique住了四个晚上。非常非常的滿意。房间很干淨，很舒服，很新，很簡單的design。可以和五星级酒店比只是房间比較小点。价钱又不贵。他們什么都有为你們準備比如雨伞，乘行李，......。每天都打掃很干淨。樓下很多卖吃很方便。离地铁也不远。总之是十分滿意。下次去香港也要订回这间。,positive,"great host, clean room, near MTR, good value, convenient location",positive,楼下很多卖吃很方便，离地铁也不远。,positive,房间很干净、舒服、新，设计简单，可与五星级酒店相比（只是较小），每日打扫，提供雨伞等物品。,positive,Vincent及其伙伴热情欢迎，耐心介绍香港并帮助解决问题。
13426579,152549254,2017-05-17,房間很好找，下次有機會再入住,positive,"easy to find, convenient location, would stay again",positive,Room was easy to find according to the review.,neutral,No specific mention of facilities in the review.,neutral,No mention of the host in the review.
11085754,256864108,2018-04-24,"Dave and Allison were very helpful before & during our trip, usually responding in a few minutes, so we always felt taken care of. The studio is very petite (a way to experience HK lifestyle) but you get everything  you need. The shower products they provided were of a reliable brand, which is very important for girls! The bed is super comfy and soft so we could get some good rest after a long day. Thank you Dave and Allison :)",positive,"responsive host, comfortable bed, compact studio, good amenities, petite HK experience",neutral,No specific mention of location features or convenience.,positive,Studio is petite but well-equipped with comfortable bed and quality shower products.,positive,"Very helpful and responsive, making guests feel well taken care of."
841849517697394146,1069968267852115691,2024-01-16,房子很不错，交通也方便,positive,"nice apartment, convenient transportation, good location",positive,交通方便 (convenient transportation),positive,房子很不错 (the apartment is very nice),neutral,No mention of host in review
906311410277025031,1022177980918521891,2023-11-11,"Really nice place to stay and in v convenient location. Tube station 10mins walk, loads of bar and restaurants right downstairs and in walkable distance.",positive,"convenient location, near tube station, walkable to amenities, bars and restaurants nearby",positive,Very convenient with tube station 10 mins walk and many bars/restaurants within walkable distance.,neutral,No specific mention of facilities in the review.,neutral,No mention of the host in the review.
5465122,541961106,2019-10-06,"Very accommodating, definitely will recommend this to our friends",positive,"accommodating host, recommended by guest, friendly service",neutral,No specific mention of location in the review.,neutral,No specific mention of facilities in the review.,positive,The host was described as very accommodating.
1108487649843478730,1322252454164092994,2024-12-29,"Está en SOHO en pleno CENTRAL de Hong Kong, la zona más céntrica de la isla de Hong Kong y dónde más ocio, restaurantes, bares y locales hay, todo muy confortable, cómodo y agradable. Muy buena experiencia.",positive,"central location, vibrant neighborhood, comfortable stay, good amenities, near restaurants and bars",positive,"Located in SOHO, Central Hong Kong, the most central area with abundant leisure, restaurants, bars, and venues.",positive,"Everything is very comfortable, convenient, and pleasant.",neutral,No specific mention of the host in the review.
9866718,978692008839131643,2023-09-12,位置：<br/>地理位置优越，临城市主要街道，人流较大，安全性较高。距离地铁站两三分钟路程，公交车站点也很多，交通十分便利。<br/>房东互动：<br/>前台非常友善、热情，有问必答。<br/>卫生：<br/>房间虽小，五脏俱全，也很干净。<br/>独特亮点：<br/>对穷游学生党来说性价比非常高。,positive,"great location near MTR, friendly host, clean room, good value for money, convenient transportation",positive,"Excellent location near main street, 2-3 minutes to MTR, many bus stops, very convenient transportation.",positive,Room is small but well-equipped and very clean.,positive,"Front desk staff is very friendly, enthusiastic, and responsive to questions."
957111442593456528,993202238492452061,2023-10-02,"We really enjoyed our stay at Tristan's place in Mui Wo.<br/>The house is situated within the mui wo villages and there is a quiet, quaint neighbourhood. It was 10 minutes walk from the beach and 20 minutes walk from pier. It was convenient to travel to tai o and tung chung from living here, for Lantau day tour. <br/>Tristan sent us a set of clear instructions two days ahead of the booking and it helped us to find the accommodation easily. Tristan was friendly and allowed us to check in a little bit earlier, giving us some flexibility.<br/>The kitchen is equipped with a rice cooker and some basic cutlery which we found useful. The furniture was clean, new and tidy. <br/>The home is nice and clean and we had a great time.",positive,"quiet neighborhood, walkable to beach and pier, helpful host, clean and tidy, well-equipped kitchen",positive,"Quiet neighborhood, walkable to beach and pier, convenient for Lantau day tours.",positive,"Clean, new, tidy furniture; kitchen equipped with useful appliances like a rice cooker.",positive,"Friendly, provided clear instructions ahead of time, allowed early check-in for flexibility."
6409693,921424032627576545,2023-06-25,位置非常好，出门到旺角地铁站不到几分钟步行时间，房间干净整洁，房东很好沟通人很nice，下次来还会考虑,positive,"near MTR station, clean room, great host communication, walkable location, would stay again",positive,"Very good location, less than a few minutes walk to Mong Kok MTR station",positive,Room is clean and tidy,positive,Host is easy to communicate with and very nice
18830771,516920378,2019-08-25,Amazing location,positive,"amazing location, central area, convenient access",positive,Amazing location.,neutral,No specific mention of facilities.,neutral,No specific mention of the host.
34639683,1314975934043020382,2024-12-19,"Rachel is very friendly and responsive. Their place feels like home, and is very calming, especially if you get to chill at their wonderful rooftop :) They also made an amazing guidebook so you'll get some great ideas as to where to eat/ what to do in Cheung Chau. Thank you, Rachel!",positive,"friendly host, calming atmosphere, helpful guidebook, nice rooftop",positive,Guidebook provides great ideas for eating and activities in Cheung Chau.,positive,Place feels like home with a calming atmosphere and wonderful rooftop to chill.,positive,"Very friendly, responsive, and created an amazing guidebook for guests."
21431266,529550243,2019-09-15,Good place to stay for tour. Close to causeway bay and super convenient for everything. Clean and nice interiors. Helpful stuff and owner responding to request fast. Recommend for short-term tourists.,positive,"clean room, near Causeway Bay, helpful host, convenient location, good for short stays",positive,Close to Causeway Bay and super convenient for everything.,positive,Clean and nice interiors.,positive,Helpful staff and owner responding to requests fast.
26999645,1402619749141357163,2025-04-19,A great stay. Would recommend.,positive,"recommended stay, satisfactory experience",neutral,No specific mention of location.,neutral,No specific mention of facilities.,neutral,No specific mention of the host.
17143583,1085207551131901387,2024-02-06,It was a relaxing stay. Owner allowed me to check out late with a reasonable price so I appreciate it so much.,positive,"flexible checkout, reasonable late check-out fee, appreciative host, relaxing stay",neutral,No specific mention of location in the review.,neutral,No specific mention of facilities in the review.,positive,"Host allowed late check-out for a reasonable price, which was greatly appreciated."
847542988874528302,897529937827182501,2023-05-23,it is a good place in terms of location and quietness. Only concern if the boiler is functioning normally,positive,"good location, quiet, boiler concern, convenient area",positive,Good place in terms of location,negative,Concern about boiler functioning normally,neutral,No mention of host in review
1032356715735053785,1106921991834258230,2024-03-07,Great accommodation!,positive,"great accommodation, recommended stay, satisfactory experience",neutral,No specific mention of location.,positive,Accommodation described as great.,neutral,No specific mention of the host.
6349365,1111304671846922790,2024-03-13,駅の近くで繁華街も近くよかったです,positive,"near station, close to downtown, convenient location",positive,Close to the station and downtown area,neutral,No specific mention of facilities in the review,neutral,No specific mention of the host in the review
830400856825465846,1258369738976112461,2024-10-02,the unit is really nice. we felt so much at home. the building itself is a little bit old tho but the elevator was newly renovated and the neighbors we met along the way are all nice.,positive,"cozy unit, renovated elevator, friendly neighbors, home-like feel",neutral,No specific location details mentioned.,positive,"Unit is nice and home-like; elevator was newly renovated, though building is a bit old.",neutral,Host is not mentioned in the review.
10550230,1140325976492832455,2024-04-22,"It was a small but clean room, good location in Mongkok.",positive,"clean room, good location, Mongkok area, compact space",positive,Good location in Mongkok.,positive,Small but clean room.,neutral,No mention of host in review.
18087060,507751547,2019-08-12,热情好客，10号我在西九龙高铁站坐地铁去尖沙咀，房东提早加了微信给我说具体的路途，在我碰到问题的时候也能迅速地解答，10号晚上在尖沙咀有游行，房东大晚上还特意给我发信息，询问我的安全，让我尽量别出门，为了确保安全，真的很感动。尽管有游行队伍，但是这次行程也还是满意的。唯一不足是我没有找到一次性洗漱用品，房间有点小（不过能理解，可以放行李箱但是不能打开，否则很难走动）床边就是窗户，可以看见楼下的风光，阳光洒下来特别舒服，地铁站也很近，尖沙咀H口出来大概5分钟，对面楼上有火锅店。真的特别满意，充电器转换器也有两个，挺方便的。,positive,"responsive host, near MTR station, good sunlight/view, convenient location, small room",positive,地铁站很近，尖沙咀H口出来大概5分钟，对面楼上有火锅店，位置便利。,neutral,房间有点小，行李箱不能完全打开，但床边窗户风景好、阳光舒服，提供两个充电器转换器方便，但缺少一次性洗漱用品。,positive,热情好客，提前加微信指引路线，及时解答问题，晚上还特意提醒注意安全，非常贴心。
9398290,598828550,2020-01-28,Zoe is very responsive and willingly gives tips to make sure you are comfortable. The place is also ideal it is just beside the MTR.,positive,"responsive host, helpful tips, near MTR, convenient location",positive,"The place is just beside the MTR, making it ideal and convenient.",neutral,No specific mention of facilities in the review.,positive,Zoe is very responsive and willingly gives tips to ensure guest comfort.
17082100,435987784,2019-04-12,"Me and my 2 small daughters had a nice stay. Even though the place is small it is very equipped with everything you need: fridge, kettle, ac, TV etc. The location is great: easy access to the airport, Disneyland, MTR etc. Easy check in experience and fast Internet. Thanks a lot!",positive,"well-equipped amenities, great location for transit, easy check-in, fast internet, family-friendly",positive,"Great access to airport, Disneyland, and MTR.",positive,"Small but very well-equipped with fridge, kettle, AC, TV, and fast internet.",positive,Easy check-in experience and helpful overall.
41600828,1332308648685572340,2025-01-12,Superb host with warm hospitality! Located next to MTR station and walkable distance to wide range to eateries place. Clean place with listed amenities provided. Worth for the money!,positive,"great host, near MTR, clean place, good value, walkable to eateries",positive,Located next to MTR station and within walkable distance to many eateries.,positive,Clean place with all listed amenities provided.,positive,Superb host with warm hospitality.
4436837,255895875,2018-04-22,一是房东，有疑问咨询房东会及时给予答复，虽然面对面就只在出门和回去的时候匆匆交流了一下，但是感受到了小伙子们的热情和幽默风趣。二是房间，麻雀虽小五脏俱全，住起来还是很舒服，毛巾、洗漱用品、吹风机等一应俱全，还可以在前台借充电宝。三是坐标位置，离尖沙咀还是挺近的，走路去维港都不是问题，周围购物、饮食也很方便。有机会再来香港也许还会选择住这里~,positive,"responsive host, well-equipped room, near Tsim Sha Tsui, walkable to Victoria Harbour, convenient shopping/dining",positive,"Close to Tsim Sha Tsui, walkable to Victoria Harbour, with convenient shopping and dining nearby.",positive,"Room is small but well-equipped with towels, toiletries, hairdryer, and access to borrow a power bank.",positive,"Responsive to inquiries, friendly and humorous during brief interactions."
838699069076436593,1341793865556431426,2025-01-25,host was very accommodating and kind to our requests especially with regard to the needs of my mom who's a senior. the cleaning lady was very helpful too! thank you so much!,positive,"accommodating host, helpful cleaning service, senior-friendly",neutral,No specific mention of location in the review.,neutral,No specific mention of facilities in the review.,positive,"The host was very accommodating and kind to requests, especially for a senior guest."
4078286,197582301,2017-09-26,"The place was great to stay at, as pictured, clean, cool lay out,quiet area but easily walkable to everything. Lincoln was an excellent host, very responsive, helpful and reasonable. <br/>Only issue I had was that during weekdays the pool is closed during the day and only opens at night after 5pm according to front desk.",positive,"clean room, responsive host, quiet area, walkable location, pool access limited",positive,Quiet area but easily walkable to everything.,neutral,"Pool is closed during weekdays until 5pm, otherwise clean and as pictured.",positive,"Excellent host, very responsive, helpful and reasonable."
18096001,239489038,2018-03-02,离澳门茶餐厅和兰芳园龙城大药房海港城都很近,positive,"near Macau Restaurant, close to Lan Fong Yuen, near Harbour City, walking distance to attractions",positive,"Very close to popular restaurants, pharmacies, and shopping centers like Harbour City.",neutral,No specific mention of facilities in the review.,neutral,No mention of the host in the review.
18088216,916289399385383727,2023-06-18,"The apartment was right at the heart of Tsim Sha Tsui, and it was convenient to get around to different places. The room was clean but abit on the smaller side (accurate to the listing description and photos). There was housekeeping available and you could switch your towels daily. We appreciated the prompt communication with the host. Would recommend this accommodation and host.",positive,"central location, clean room, responsive host, daily towel service, accurate listing",positive,Right at the heart of Tsim Sha Tsui and convenient to get around.,positive,"Clean room with daily towel service, though a bit small as described.",positive,Prompt communication and appreciated by the guest.
868477717623572749,1126519461770304071,2024-04-03,非常舒適的環境，非常推薦,positive,"comfortable environment, highly recommended, pleasant stay",neutral,No specific mention of location in the review.,positive,The environment is described as very comfortable.,neutral,No specific mention of the host in the review.
880286248297903810,897529016686942387,2023-05-23,"房東姐姐非常Nice,人也很好,位置也蠻好的,交通也很方便,房屋乾淨靚麗！下次還會繼續選擇這個！👌🏻",positive,"friendly host, convenient location, clean accommodation, good transportation access, would stay again",positive,位置蠻好，交通很方便,positive,房屋乾淨靚麗,positive,房東姐姐非常Nice，人也很好
1039461007747208417,1314904142374860991,2024-12-19,Great location to travel around in Hong Kong.,positive,"great location, convenient for travel, explore Hong Kong",positive,Great for traveling around Hong Kong.,neutral,No specific mention of facilities in the review.,neutral,No specific mention of the host in the review.
