review_text,polarity,sentiment,keywords,stars,business_name,latitude,longitude
"I had acquired a watch when my Grandfather passed and dropped in to get the battery replaced. They noticed one of the pins was missing and went ahead and fixed it on site for free. The wait was a bit for a battery change, but I can't complain because they were extremely nice and didn't charge me for the battery all while fixing the pin. I would definitely look there if I was in the market for some bling.",positive,content,"watch, battery, service",4.0,G Thrapp Jewelers,39.8543871,-86.1593679
"Dayum, that was a good burger. Juicy, glistening melting with cheese - simplistic yet tastes completely different from other burger joints due the quality of the ingredients. Bacon looks good in pictures, but it was a too thick of slice of puuuure white fat, if it would have melted in my mouth it would have worked but it didn't therefore just felt sinful, in a bad way.   Unfortunately, this communal table trend has got to go.  I hate it, it's a crap shoot on who your going to get to sit next to and basically listen to a complete strangers stupid conversations. Terrible idea.",negative,frustrated,"burger, bacon, communal table",4.0,Milktooth,39.7591692208,-86.146494347
"Great restaurant, and creative menu. We also love La Mulita next door, which shares the same kitchen. The only downside is that they do not take reservations, so it can be a bit of a gamble on a weekend. You also need your whole party to sit, so if you have a late friend, you could be stuck for a bit.",positive,content,"creative menu, no reservations, waiting time",4.0,Delicia,39.847406,-86.1451809
"Its a rarity that i give five stars for anything. But in comparing this tattoo shop to the others around Indy and how they've jacked me around i decided its simply worth it to give 5. The other places have cancelled on me at the last moment, even when i was en route to go get the tattoo, one guy didnt even remember me when i called the day before to make sure we were on schedule for the tat and yet another had the inks set out and asked me to sit down when he got a call that he needed to go pick up the kids at school - all of these places i scheduled months out in advance as well. So, here we are back at Metamorphosis where they actually like to run a business the way it should be. Honestly i have only had one tat done here by Trevor and at the time it was the most fun 4 hour rib tattoo experience i could have had. They act professional, not like the rock star wanna be's i tried to check out at other places. Just cool chill people who want your business here. Trevor gave me the tattoo i wanted in the place i wanted it even though i feel he would have given me honest advice if it were needed. When it came time to get the tat, he held his appointment and i was treated with respect and as though a customer should be treated. Honestly i dont think this place cost more than any other place where youll get good work. Prices are about average in my opinion for the quality of work done. Dont waste your time going to the other places and getting jerked around - ive already done the work for you. Its a shame too that they may have good artwork at other places but youll feel like less of a human going anywhere else. The artists are just as good here and youll be respected for your $.  And by the way, yes they do ask for a non refundable deposit so they know your serious which is no different than any tattoo place ive ever been to. Hopefully they dont change up anything, especially their roster as i believe they have a good thing going here. Yes its in hoity toity popular town but its a diamond in the rough and there are no rock star attitudes here. Cant wait to go back to Trevor again.",positive,delighted,"tattoo shop, professionalism, customer service",5.0,Metamorphosis,39.8699472,-86.1438143
"Excellent service. Sent a request online and within 30-45 mins had a call back. Got the spot scheduled. Shanna was Prompt on arrival, very informative with prevention and such. Checked both mine and my daughters head. Full treatment on both.  It is a bit pricey but I already had one round and was over it all. The off the shelf stuff just doesn't work.  The comb they use is not available in stores and gathers the nits way better.  Only complaint is the comb should be included in the session not extra. I bought it cause I wanted to have the proper tools in case of a next time.",positive,content,"service, treatment, comb",4.0,LiceDoctors - Indianapolis,39.76,-86.16
"Terrible service , love the food from bob Evans but this location really need some improvement in their service. Went in with my family & didn't have a server to offer me a drink or nothing at all, after being seated there for like  10 mins. There was a waitress keep going back in forth the same road but didn't even bother to offer us a drink or nothing. Two servers then came by and said sorry because for there was a misunderstanding about who was  going to serve our table ??  Really ? It wasn't even that busy.   Food was good but service very slow.",negative,frustrated,"service, food, waiting time",2.0,Bob Evans,39.9265503193,-86.0354844434
"I have to start out by saying, why do those who like hookah not know about this place?! It was such a wonderful experience! Please hear me out!  My mission on this review is to get the word out! A friend and I went spur of the moment and I'm glad we did. From the outside of the building you wouldn't know it was a hookah bar (except the giant sign of course lol). The moment you open that giant wooden door, the decor and paint color gives it that authentic look. Warm yellow paint with evil eyes and giant metal wall lamps with cutouts shining red surrounding all the walls. When you go up a few steps there's a gift shop, a table, and the register. They ask you to take a seat upstairs and they follow you shortly after. (There's even another upstairs that I barely peaked at). This is the amazing part: cushions on the floor with giant metal mandala tables!!!! It was so authentic I could barely handle my excitement. They have a menu with drinks, food and hookah. Water was only a dollar which was amazing because hookah bars are usually pretty pricy. We smoked ""sex on the beach"" flavored shisha. It was smooth! Very smooth! We even brought bubbles for the trip to have a little fun :) What I like about this place compared to other loud hookah bars is that it wasn't even close to being hectic. I felt like I should have whispered at first, but after awhile I was more comfortable. Only one other couple was there and they were very nice to talk to as well. The older man and the young guy was extremely nice. The younger dude checked in on us and was sociable which was really kinda nice but not overbearing.   If you want a low key, quiet and chill hookah bar, this should be at the top of people's lists.",positive,delighted,"hookah, authentic, service, ambiance",5.0,Hooka House,39.7544674104,-86.1493147227
"I have eaten here mainly for breakfast, but the juevos rancheros was amazing.  We did stop in and eat chips and salsa and my wife got one tamale for a snack.  Both were great.  The salsa was a little spicy, which I enjoy and the tamale was home made and delicious.  We'll be back.",positive,delighted,"juevos rancheros, tamale, salsa",5.0,Biscuits Cafe,39.8687947,-86.1407129
"Adorable little shop. The food/snacks were great and the portions generous but of course the alcohol is the star. While I wasn't too big on the meads, the ciders were wonderful and I ended up enamored enough to bring one all the way back home to the east coast.",positive,delighted,"food, alcohol, ciders",4.0,New Day Craft,39.782987062,-86.1350676433
"What a great place for breakfast!! Healthy options that are yummy, other options that LOOK yummy!! We love the atmosphere, service and food.",positive,delighted,"breakfast, healthy options, atmosphere, service, food",5.0,Yolk Iron Works,39.912061,-86.116656
Great service and body work looked great.  They even vacuumed the inside.  Randy kept me up to date on the status through text so I knew what was going on with my car at all times.,positive,delighted,"service, body work, communication",5.0,Blossom Chevrolet,39.792822,-86.047316
"I've only been once, but I'm ready to return.  Since moving to Fletcher Place, I've been looking for a bar near by that's similar to my neighborhood favorite, J Clydes. I think I've found it.  The Dugout is a simple hole-in-the-wall place. They have a decent selection, Sun King for $4.50, happy hour appetizers, and my favorite part: HOT PEPPER CHEESE BALLS! No longer must I wait until my coveted Mug N' Bun trips for these fried morsels of tasty peppery goodness. Had a nice little piece form this joint, too.   Really excited to return.",positive,delighted,"bar, happy hour, hot pepper cheese balls",4.0,Dugout Bar,39.7582445,-86.1464579
"Pretty average bar/restaurant with the menu offerings you can expect from a place like this. The food was OK, and the service was excellent.",neutral,indifferent,"food, service, menu",3.0,Daddy Jack's Restaurant & Bar,39.9248153714,-86.1560124953
"Simply stated...They are true to their word as it relates to having discounted furniture that is less expensive than your name brand furniture stores. The staff was friendly, they definitely don't follow you around the store, however, they get a ding for customer service because they don't seem to be as knowledgeable about the furniture products.  Furniture quality is a mix ranging from low to moderate quality.    At the end of the day, if you are looking for less expensive furniture or to get a good deal or to find a unique accent pieces this is the place to be!  I mean...I saw ""the same"" sectional for $1,000 less than the name brand store.   Now that's a deal!!!",positive,content,"discounted furniture, staff, furniture quality, good deal",4.0,Weekends Only Furniture & Mattress,39.9081306,-86.0566098
"Do not waste your time and money on this place. The ""food"" is what you might expect from a small town Chi-Chi's.",negative,frustrated,"food, waste, money",2.0,El Arado Mexican Grill,39.7523127,-86.140383
Joe's is the place for great seafood! Service was fast and friendly! Clam chowder was great and of course the crab is always amazing! Eat at Joe's!! Love this place!,positive,delighted,"seafood, service, clam chowder, crab",5.0,Joe's Crab Shack,39.661742,-86.143827
"This shop is a slice of Disney beauty and magic hiding on the edge of Broad Ripple, and a MUST stop of sweets, treats, and dreaminess. Your Instagram needs this place. Hands down the ~best~ red velvet cake of my life.  Appearance: The Cake Bake Shop is a beautifully decorated, small white house with a captivating design. The flowers around the sign make it an #instaworthy post for sure, and when the weather is nice, the outdoor seating must be gorgeous.  Inside the Cake Shop will take your breath away, light airy colors and flowers and twinkling lights. This isn't the kind of cake shop you do take-out at, you'll want to sit and enjoy.   Food: I wanted to try the Raspberry Champagne cake, unfortunately one wouldn't be ready for a little while, so I ordered a slice of the Red Velvet  Cake. The floral icing work was so perfect I didn't want to touch it, but I had to because come on it's cake. What I assume must have been cream cheese filling in the middle was decadent and I never wanted the cake to end. ***I felt one slice was plenty for two people, it's HUGE  I was torn between the Rose Cappuccino and the Lavender Latte. I went with the Lavender Latte, hot, and it was stunning, it was a creamy, smooth, not-at-all bitter latte and the hint of lavender was enough to taste but not over powering, it was probably the most perfect coffee I've ever had in my life.   Price: the coffee is pricy, $6, so not a regular coffee stop for me, but for #treatyoself it's the way to go. The slice of cake was $12 but like I mentioned, it was enough for two people and for how amazing it was, I think it's so worth it.  Customer Service: I mentioned Disney initially because the friendliness, care, and attention of the staff felt just like Disney. They were kind, they helped me decide what to try, and the barista even offered to make me the rose cappuccino if I didn't like the lavender latte after trying it - how sweet!   I will most definitely think to come here if anyone visits and wants something sweet. This place has my heart and is a hidden gem to anyone who has a sweet tooth!  Check out my #FirstTimeFriday highlight of my visit to The Cake Bake Shop on my Instagram @jordanqjordanq for pictures of everything mentioned above!",positive,delighted,"red velvet cake, Lavender Latte, customer service, Instagram-worthy, hidden gem",5.0,The Cake Bake Shop by Gwendolyn Rogers-Broad Ripple Village,39.8739995,-86.1444306
Delivery issues caused our pizza to be over 30 minutes later than the estimated delivery date.  Pizza finally arrived and was warm at best.  Won't be ordering from this location again.,negative,frustrated,"delivery, pizza, late",2.0,Pizza Hut,39.911240181,-86.2204268575
"THIS RESTAURANT IS NOT CLOSED.   Was just there today April 1, 2015 for a wonderful meal.   I had beef dish and chicken on a stick.  Food was so good, I got some to take home including egg roll which was fantastic.     It is bit hard to see.   It is at inter section of Keystone on Raymond, next to Burger King.",positive,delighted,"beef dish, chicken on a stick, egg roll",5.0,Eduardo's Filipino,39.738105,-86.120231
Love the food- wait staff is attentive to allergies and very accommodating. The drink pours are paltry at best. The bourbon tasted watered down...disappointing aspect to the dining experience.,neutral,disappointed,"food, wait staff, drink pours, bourbon",3.0,Delicia,39.847406,-86.1451809
"We've been meaning to stop in, and tonight, we finally did. And glad we were!  There isnt much different to say that everyone hasnt already said, so I will just reiterate some of the reasons why Taste of Havana will become a regular spot for us.   I had the Pan con Bistec, and my wife had the Cuban. We loved the bread (and everything between it). Usually we take home half our sandwiches to eat for a second meal, but I just wasnt ready to stop eating for the night, so alas, I dont have another meal. Guess I'll just have to go back!   And the company was just as inviting. We chatted with Diana (Dayana?), for quite a while after we ate, and she told us how she and her dad opened the restuarant, and how it really is a labor of love.   Try it out. Order a sandwich, have a seat, chat them up, and enjoy! I'm already looking forward to our next visit, and thinking about who else I want to bring with us.  Thank you for a wonderful evening!",positive,delighted,"sandwiches, service, atmosphere",5.0,The Cuban Sandwich Shop,39.906797,-86.2182121
"New Day Meadery has delicious mead infused with different flavors, including coffee! I have been there a couple times and really enjoy the flights (and they are incredibly inexpensive too). I didn't have a great experience the last time I went there, as there were only 4 drinks on tap rather than the large array of drinks. They weren't my favorite drinks either. Hopefully next time I go back they will be fully stocked!",positive,content,"mead, flights, drinks on tap",4.0,New Day Craft,39.782987062,-86.1350676433
"The experience is fun and girly, but the food doesn't back it up.  Go for dessert or a cocktail, don't get a full meal. I don't think it's worth it.",neutral,disappointed,"food, dessert, cocktail",3.0,The Cake Bake Shop by Gwendolyn Rogers-Broad Ripple Village,39.8739995,-86.1444306
"I've used the Sheraton for several local meetings and have a great rapport with the staff.  There are a number of options for meetings and a staff that goes above to ensure all needs are met.  Their catering provides creative menus, bartending staff and fun displays to meet your needs.  I most recently had the opportunity to taste a sampling of their menu; BBQ and chicken sliders, Caprese salads in a small Mason Jar, heavenly mac & cheese, chinese noodles with salmon & a springroll, cake pops and a mini dessert in a jar.  Everything surpassed my expectations!  If you're looking for suggestions to add fun to your meeting, their event planner can assist you with everything from Team Building, Casino fun with Blackjack and Roulette, Wellness with Oxygen bars and massages - just ask for some help.    Above and Beyond transportation services is located on site and can assist with group outings around the city or out to a local restaurant.    Call Greg Tucker to schedule a tour of their meeting space and rooms for your next event!",positive,delighted,"staff, catering, event planner, transportation services",4.0,Sheraton Indianapolis Hotel at Keystone Crossing,39.9153605,-86.1084079
"From the very beginning the hostess was also working as the cashier so we weren't even welcomed when we came in. We had to ask the hostess for a table and we're made to wait for no good reason. The server was pretty much non existent and was very unfriendly she didn't even introduce herself or stop by the table (let alone ask us how our food was). I order the biscuits and gravy and a side of eggs. My food was cold when it came out and wasn't even that good. And on top of it all the food is way overpriced ($30 for French toast, biscuits and gravy, and 2 sides? NO THANKS). Don't even bother wasting your time or money here. Overall terrible, definitely never coming back.",negative,frustrated,"service, food quality, pricing",1.0,The Original Pancake House,39.913044,-86.186082
"Cool laid back atmosphere, nice draft selection. A little inconsistent on the mixed drinks though.  Ordered a Ketel 1 and cranberry, it was ok. Just your average drink. Ordered another, got a full glass of ketel 1 with a splash of cran, it  was OK .  I prefer consistency over being under served or given alcohol poisoning any day.   I will be back, I am sure the newness kinks will be worked out soon!",positive,content,"atmosphere, draft selection, mixed drinks, consistency",3.0,Chatham Tap Mass. Ave.,39.7766084,-86.1463714
"Love this place! Furniture is very high quality and American made. There are so many cool timeless items here. You are paying for the quality, these are investment pieces. You are not buying a $6k sofa to change it out in 3 years. If you are looking decor for to set your home apart, go to Arhaus.",positive,delighted,"furniture, quality, American made, investment pieces",5.0,Arhaus,39.907554,-86.094345
"Neighborhood bar, with lots of seating. They have patio seating in the summer. Can't complain about anything here; cold beer and quick service.. what more could you want?",positive,content,"bar, seating, beer, service",3.0,Jake's Pub,39.6642922,-86.1810168
"I went here last week for a special occasion dinner with family and we had a wonderful experience!   We had cocktails to start off; my key lime mojito was absolutely wonderful!  Loads of fresh lime and mint and just sweet enough!     Do not miss the starters here!  We had the shrimp corn dogs, bacon wrapped apricots and duck confit almonds.   The shrimp corn dogs are so good, and at only $2 each a really amazing deal!  The bacon wrapped apricots are an absolute must if you like the sweet-salty combo, and the almonds, which are roasted in duck fat, are absolutely delicious!    My entree featured trout and a variety of delicious accompaniments including bacon spaetzle.  Everything is presented beautifully; do not expect that an entree will stuff you here or that the accompaniments are full ""side"" portions.  The flavors of everything together on the plate are just amazing and this trout entree was no exception!  We did get a side of the fried brussel sprouts which are not to be missed!!    The desserts are all deconstructed, and again, the presentation is beautiful!   I had a smores dessert that included chocolate ganache, toasted marshmallow ice cream and graham cake squares.    Service was excellent; attentive without being intrusive.  Courses were timed beautifully; we did not feel we were being rushed through, but also never felt we were left waiting.     This is definitely a special occasion type place, but for such events, well worth the price!",positive,delighted,"cocktails, starters, service",5.0,Oakleys Bistro,39.9140216,-86.1852097
"First off, I love a good traditional Cuban sandwich, and Taste of Havana delivers.  Strong cuban, if maybe a wee bit dry.  It might be just a bit too big -- you'll be satisfied with the mini and a bag of plantain chips.  Next time, I'm going to try the chorizo.  Spanish chorizo is terrific, and the extra fat in the meat may help with the moist quotient.  Still, great shop, very cool owners, and well worth the trip to Broad Ripple!",positive,content,"Cuban sandwich, Taste of Havana, Broad Ripple",4.0,The Cuban Sandwich Shop,39.906797,-86.2182121
"Super sweetheart of a lady working there (along with the rest of them old gals) that even had the back take the time to remove fruits from the fruit medley that i didnt like. Had a quick to go order that hit the spot. Not my cup of tea design-wise, but i'm sure it handles what it handles. Very at-home feel.",positive,content,"service, food, atmosphere",3.0,Indy's Family Restaurant,39.7293242,-86.2509048
"A friend & I went here when Spice Nation was unexpectedly closed on a Tuesday a few weeks ago. He had been before and gotten the pork belly bánh mì but this was my first time.  We split an order of the fried egg rolls + each got a bánh mì. The soups looked tempting but the bowls were so big! He got another pork belly bánh mì and I got the grilled pork. Since the sandwiches were cut in half we shared those too so each of us could have both flavors. We liked them both but agreed the grilled pork, which does have a brown sauce of some sort, was better.  Afterward I wanted something sweet so I ordered a strawberry smoothie to go. I asked for *some* bubbles because i wanted to try them but didn't want my drink full of them. Overall it was good but SUCH a sugar bomb.  The guy running the place was very nice, too. I asked him to explain what the condiments were on the table because they were labeled in Vietnamese, and of course he did. We didn't use fish sauce or hot sauce or vinegar but it's nice to know they're available.",positive,content,"bánh mì, fried egg rolls, grilled pork, strawberry smoothie, condiments",4.0,K&T Deli,39.8227369,-86.234235
"This is my kind of store!  A unique, quirky, and cute selection of jewelry, cards, and home furnishings awaits you.   When I dropped in, they were having their summer sale: 25% off everything in the store, with the exception of some goodies from local vendors.   Staff was extremely friendly.   Put this on your list and drop in!",positive,delighted,"jewelry, summer sale, friendly staff",4.0,Silver In the City,39.7733855,-86.1517062
"Really liked the atmosphere sushi was great.  Service wasn't as attentful as we wanted on a slow day, but was alright.  Will go back again.  Anytime the sushi chef makes it look like art with small details of the knife and placement of ingredients you know it's good.  For that reason would go back!  Not a huge fan of habachi so that's not what I would go there for.",positive,content,"atmosphere, sushi, service",4.0,Tomo Japanese Steakhouse and Sushi Bar,39.8887246,-86.1212129
"Amazing food, great atmosphere. Glad we now have a quick way to get our Indian cuisine! I will definitely be back and bringing friends and family!!",positive,delighted,"food, atmosphere, Indian cuisine",5.0,Tandoor & Tikka,39.780457,-86.172077
"This place is a bit OTT (over the top) with some of their decor stuff, but maybe this is what life in a Carmel mansion in is all about. There are some fun items, but mostly really large, for some MTV Cribs show space. I liked a few of the chandeliers--it sorta feels like they are copying Restoration Hardware and a couple other places--can't quite put my finger on it. They have big animal statues, bed stuff, shelves, tables, some cool lights, and just lots of really odd exaggerated-size things. It's worth a wander around, but I'm not the target market.",neutral,indifferent,"decor, chandeliers, animal statues",3.0,Arhaus,39.907554,-86.094345
"Great little reward for a great end of the week. Only problem is seating. No outside seating because it's cold outside, but the tasty treats make up for that. The southern carmel cake is my favorite.",positive,content,"seating, tasty treats, southern carmel cake",5.0,The Cake Bake Shop by Gwendolyn Rogers-Broad Ripple Village,39.8739995,-86.1444306
"This is the best pizza in Indianapolis. It's the only pizza that tastes like pizza should that we've ever ordered anywhere in the city. The key is the crust. The second key is their sauce. It's real pizza, with real pizza taste. Most people in Indy don't know what pizza is. Once they go here that will change ! I highly recommend the white pizza with your choice of toppings. I prefer black olives and pepperoni but order the white for a little something different and you won't go wrong !!",positive,delighted,"pizza, crust, sauce, white pizza",5.0,Bella Pizzeria,39.9108087,-86.1081565
"After not dying my hair since 2015, I knew it was time to switch it up & try something new before summer. They did such a great job & I received a lot of compliments! Will be returning",positive,delighted,"hair, compliments, returning",5.0,Appreciate You Hair And Nails,39.9056081,-86.0923487
"Nice staff, but the last two visits i've made here they have been unable to serve shakes. I understand things happen, but two times in a row? They didn't tell me this before starting my order either times. The first time they didn't even take my order for 15 minutes as I sat at the speaker. The manager, Patrick, was very apologetic about the situation and offered me two free shakes on my next visit. Wondering if ill ever be able to redeem them!",negative,frustrated,"staff, shakes, manager",2.0,Steak ’n Shake,39.7015643,-86.0819653
"Fantastic customer service both wholesale shopping and auto services. My tire was flat once and the mechanics went above and beyond (truly!) trying to fix it but eventually I had to get it repaired at a full service shop. The Costco employee felt bad and even offered to partially reimburse me for something that broke when they were trying to fix my tire (I turned them down but it's the thought that counts!). I will never forget how kind and hard they were trying to help me!  Saturdays and Sundays are the days my boyfriend and I like to shop here because of all the delicious samples. The employees are all helpful, cheerful, and respectful. Place is clean, you'll find bargains, and produce is fresh and generally more healthy than what you find elsewhere. Some of the generic Costco (Kirkland signature) items are just as good if not better than brand names.  Best of all, I hear you don't even need a membership to eat at their food court with bargain prices. $1.50 for a hotdog and a drink with free refills? $10 for a delicious WHOLE 18"" pizza? Too good to be true and yet it is!  With competitive prices, gas prices usually the lowest on gas buddy, and membership perks, such as travel getaway packages, I found I have always made back my membership fee and then some with the end of the year reward coupon. Can't say enough good things about this place and the company. Big fan!",positive,delighted,"customer service, bargains, membership perks",5.0,Costco,39.917216,-86.227108
"They lose a star for having TWO STORES on essentially the same road...one on the far northeast side and one on the far northwest side. Really, Trader Joe? Your stores are all over the place in other cities, like Chicago, DC, San Francisco......but southside Indy gets ZERO...downtown Indy NONE. That's not cool, Joe. Not cool at all.   However, the employees are pretty useful and cool (and sometimes even funny). The food is affordable. I like that it doesn't take me 15 minutes to get through the store because it's petite. LOVE the products. Once I got a spoiled piece of salmon, and they cheerfully refunded me and I didn't have to bring back the gross fish. I like the free samples (last night I had a bite of pumpkin pie). LOVE that I can have a cheese party without going broke. Their low-budget beers and wines are fantastic for cooking and fairly passable for drinking if you need to buy in bulk and your friends aren't super snobby about booze.   Kefir, non-dairy milks, organic products, cheese are generally much cheaper here than at other grocery chains or gourmet stores. Their frozen foods are very good and the MorningStar Farms sausage links' everyday price is equivalent to the super sale price at other grocery stores.   I am particularly fond of the somewhat-strange party snacks, although they are much pricier than at Saraga.   Trader Joe's is a great place to find food to ""cheat"" with if you're not much of a cook or are pressed for time. For example, you can buy an already-seasoned tri-tip to use for your steak fajitas. You can find pre-marinated chicken to put on the grill. They also sell many pre-cooked foods that you just have to microwave...if you can't cook at all.   In conclusion, start writing letters, people! We need a downtown Trader Joe's! It isn't fair that so many of us (including students, who want nothing more than to eat healthy) have to drive 30 minutes each way to get groceries!",positive,frustrated,"location, employees, affordable food",4.0,Trader Joe's,39.9037062,-86.0751813
First time diner and I will definitely be back.  The food was awesome.  Best fried cheese and wings I've had in a while.  Shelby was our server.  She did a great job.  I'm looking forward to coming back next week.  I can't believe on Thursday tall PBR drafts are 2.50.,positive,delighted,"food, server, specials",5.0,Twin Peaks,39.9062952,-86.0474634
I was in Indianapolis on business and walked to Joe's from my hotel to watch the Super Bowl (they have a wall - sized screen! )  The teriyaki wings were really good.  The drinks were generous and the bartender was friendly. The weekday specials look interesting. I'll definitely come back when I am in on this side of the city.,positive,content,"teriyaki wings, drinks, bartender",4.0,Joe's Grille,39.9043479724,-86.0526325399
Totally not what we expected but in a good way . Not only can you buy games but they have over 2300 that you can rent or play in the store! Thanks Victoria for showing us around! Bring your friend on a weeknight and enjoy a few rounds of games and fun.,positive,delighted,"games, rent, play, Victoria",5.0,Game Paradise,39.746198,-86.155931
"Our room was fine (clean, no more or less than we expected), but honestly, never, ever again, and this is NOT the fault of La Quinta.  The parking lot had several cars with people living in them, as well as the lot next door (I think it was a Home Depot).  I did not feel safe outside of the hotel - while I typically don't mind walking a dog or two by myself during daylight hours, I was extremely uncomfortable with the area.  We had planned to stay there on our way back from our trip as well, but we opted to stay a few miles east in Greenfield at a very quiet, clean, new Holiday Inn Express that didn't have this issue.",negative,frustrated,"parking lot, safety, cleanliness",2.0,La Quinta Inn by Wyndham Indianapolis East-Post Drive,39.80203,-86.010737
"This my kind of place. You have to understand that there are several restaurants around this area, this one is very good albeit a minimalist one. If you enjoy good service, and good food, without the frills, this is definitely your place.",positive,content,"service, food, minimalist",4.0,Sherwood Cafe Family Restaurant,39.8563937,-86.0098416
"Gotta love their starters. Great variety of food. I ordered Lobster Waffle, Oyster Lettuce Wrap, Suckling Pig and Duck Duck Goose. They are all delicious dishes. I would most definitely recommend the duck duck goose. I personally love the different sauces on the dish and the softness of the duck meat.",positive,delighted,"starters, duck duck goose, sauces",4.0,Oakleys Bistro,39.9140216,-86.1852097
"Cute little shop with fun decor, but don't miss the GREAT cupcakes!! Had good and very friendly service and will be back... though no often due to being a little pricy!",positive,content,"cupcakes, service, price",4.0,The Flying Cupcake ,39.773016,-86.1514677
"I went to Rene for an updo for a wedding. I've had a few bad experiences with updos so I was hesitant to get another one...  Rene listened to everything I said (which was a lot) and she delivered. The updo was amazing and all she used was hairspray, a few pins, and her expertise! I absolutely loved my hair and she even gave me a bang trim!   The prices are great here (I live in Chicago, so I may be biased), but I would not hesitate to come back here again and have Rene do my hair. I wish she could do my hair every day!",positive,delighted,"updo, hair, prices",5.0,Hairspray By Shawn David @ Sola,39.909142,-86.106584
This place is terrible. They wouldn't serve me because of the color of my skin. We ended up waiting for our shitball ass food for 2 hours and one 8 oz drink took us 45 minutes. Very polite and courteous waiter though,negative,angry,"service, waiting time, discrimination",1.0,Applebee's Grill + Bar,39.905844,-86.062016
"Great food and drinks, albeit overpriced I had the salt of the earth cocktail and it had great flavor. The angry chicken chicken taco was good, but one wasn't very filling. We had the shiitake, lemon and cauliflower pizza as an appetizer and it had good flavor as well.",positive,content,"food, drinks, overpriced, flavor",3.0,Nook A Paleo Influenced Diner,39.7656419,-86.1581477
The service was great and everything definitely tasted very fresh. I especially liked the guacamole!  I tried the mole and mango chicken tacos and I felt they lacked just a little bit of flavor. I'll definitely go back though and try some different varieties.,positive,content,"service, fresh, guacamole, tacos",3.0,Indy Tacos,39.8518892506,-86.1251766393
"Mead -- I always thought of it as some old timey drink.  Boy, did New Day blow my mind with all that they have to offer!  Honey wines, mead, ciders, and even mixed cocktail concoctions.    I highly recommend starting with a tasting menu so that you can try several different drinks and then settle in a pint of your favorite.  This place looks small, but if you see that door near the back -- head down the hallway to another seating area that is basically the same size as out front.  I also enjoy that New Day supports many local charities and events.  And they sell local honey and other artisan goods.  A great stop when hopping around Fountain Square!",positive,delighted,"mead, tasting menu, local charities, Fountain Square",4.0,New Day Craft,39.782987062,-86.1350676433
Outstanding!  The top shelf margarita was perfect and we loved the pork pastor and the red drum. Highly recommend!,positive,delighted,"top shelf margarita, pork pastor, red drum",5.0,Livery - Indianapolis,39.7766812,-86.1456632
"Our group very much enjoyed our meal. Our whole family got together as a group and went there and everyone liked their food. I got the Smokey Pit Beef sandwich and my wife got the Chicken Panini. Both were very good!  They are only open for breakfast and lunch, and aren't open for dinner.  We'll definitely be back! If you are looking for a good place to have a business lunch downtown, this would be a good place to go too!",positive,delighted,"meal, family, business lunch",4.0,fat Rooster diner,39.7663982,-86.1607893
"Can't believe I haven't tried Chipotle until today!  Me and my girlfriend decided to go for dinner this evening, and from what she told me I was pretty excited.  As you walk in and approach the counter you can see the different protein choices, salsas, rice, etc.  I decided to go with a burrito with white lime-cilantro rice, black beans, steak, pico de gallo, and cheese.  The burrito was massive, and was less than 7 dollars!  Ingredients all tasted fresh, very refreshing.  I honestly can't wait to go again!  My only complaint is that the chips we shared were stale, and horribly over salted.  4 stars.",positive,content,"burrito, fresh ingredients, stale chips",4.0,Chipotle Mexican Grill,39.912878,-86.134275
"Probably the best gay bar in Indy.  No smoking indoors, nice long deck out back, darts, pool tables, videos, generally a nice mixed crowd, bingo on Tuesday, country dancing on Fridays (early).  The owner tends to keep things up and constantly make it a little nicer.",positive,delighted,"gay bar, no smoking, mixed crowd",4.0,Gregs,39.7882815,-86.1526206
"I had been stalking food trucks for some time, when I finally landed somewhere that had five all together. Most were selling sample size items for a small prize. At WCTT, you got three tacos for the same prize. Loved, loved, loved them! Served on corn tortillas with meat perfectly cooked, you couldn't ask for more! And friendly service, to boot. If you see this truck in your area, high tail it over there!",positive,delighted,"tacos, friendly service, food truck",5.0,West Coast Taco Truck,39.869476,-86.1436545
"I haven't stayed at the JW, but I've been twice to benefits at this hotel. The first, for Sheltering Wings, actually was the first event held there. I went to a gala last night for Gleaners, and was equally impressed both times. The staff is wonderful -- guiding you to your location in a way that isn't overbearing -- and the banquet space is lovely. The food is also tasty. I love the view of Victory Field, too, from the third floor. This really is a nice hotel for Indianapolis.",positive,content,"staff, banquet space, food, view",4.0,JW Marriott Indianapolis,39.7663443,-86.1683755117
These place is so fun!  The food is excellent!  The drinks are good too!  Never had bad service here,positive,delighted,"food, drinks, service",5.0,Tomo Japanese Steakhouse and Sushi Bar,39.8887246,-86.1212129
Food was ok. We were there to watch playoff hockey. Waitress was horribly inattentive. Never did bring water even though I asked for it three times. She hardly stayed at the table long enough for us to even ask for appetizer and had to flag her down multiple times for everything else that evening.,negative,frustrated,"waitress, inattentive, water, service",2.0,Twin Peaks,39.9062952,-86.0474634
